name,asins,categories,primaryCategories,imageURLs,manufacturer,reviews.date,reviews.doRecommend,reviews.numHelpful,reviews.rating,reviews.sourceURLs,reviews.text,reviews.title,reviews.username,latitude,longitude,location,zipcode
AmazonBasics External Hard Drive Case,"B00F5CKWBA,B00KPQCWAU","Electronics Features,Drives, Storage & Blank Media,Hard Drive Pouches,Computers & Accessories,Computer Accessories & Peripherals,Hard Drive Accessories,Electronics,Computers Features,Personal Computer,Accessories,Hard Drive Bags Cases,Computers/Tablets & Networking,Drive Enclosures & Docks,Laptop & Desktop Accessories,Hard Drive Bags & Cases,Carrying Case Or Bag",Electronics,https://m.media-amazon.com/images/I/81kRZpUPL-S._AC_SL1500_.jpg,AmazonBasics,2018-12-27T00:00:00.000Z,Unavailable,Unavailable,5,https://www.ebay.com/itm/AmazonBasics-External-Hard-Drive-Case/173739298641?hash=item2873ab4f51:g:1VYAAOSw~xtcO6H5,It is a good little hard case to protect your external hard drives,external hard case drive,embroidery18,20.88953,-156.47432,"('Greenpoint', 'US', 'America/New_York')",8756
AmazonBasics Backpack for Laptops up to 17-inches,"B00EEBS9O0,B01CHQHIJK","Portable Computer Accessories,Bags, Cases & Sleeves,Accessories,Computers & Accessories,Laptop Accessories,Electronics,Backpacks",Electronics,https://m.media-amazon.com/images/I/81vfzNUAXEL._AC_SL1500_.jpg,AmazonBasics,2014-02-02T06:00:00Z,Unavailable,Unavailable,5,http://www.amazon.com/product-reviews/B00EEBS9O0/,I was expecting the backpack to be a little flimsy consider the price but it's great. The padding for my back and the laptop pocket is nice and thick. There is even a secondary pocket on the front of the laptop pouch that can fit my 8 tablet. Overall I really like it because it has so many pockets and little compartments. The only bad thing I can see about it is how they made it so cheap is that the material inside for like the pockets and stuff is really flimsy so it'll be easily punctured by pens and pencils and stuff. For me though that's no big deal because the outside of it is sturdy and will keep my stuff safe.,Great stuff,K. Harris Kitty lover .,33.50921,-111.89903,"('Greenpoint', 'US', 'America/New_York')",25544
AmazonBasics 15.6-Inch Laptop and Tablet Bag,B00DUGZFWY,"Bags, Cases & Sleeves,Computers & Accessories,See more AmazonBasics 15.6 Inch Laptop And Tablet Bag -...,Electronics,Tablet Accessories,Accessories,Computers/Tablets & Networking,Messenger Bags,Bags,Laptop & Desktop Accessories,Laptop Cases & Bags,Laptop Accessories,Cases,computers,Backpacks",Electronics,https://m.media-amazon.com/images/I/91Q4MPJX2iL._AC_SL1500_.jpg,AmazonBasics,2017-11-21T00:00:00.000Z,Unavailable,Unavailable,5,https://www.ebay.com/itm/Amazonbasics-15-6-Inch-Laptop-And-Tablet-Bag-New/263568826892,I purchased this case based on appearance and quality as shown on the picture with details. I was even more impressed upon arrival. The case has everything I need. A separate compartment for my A/C power cord. The padding is well constructed to protect my Notebook Computer. Well worth every cent I paid. I am extremely please by all the features.,Great Notebook Case,1946italy,26.68451,-80.66756,"('Greenpoint', 'US', 'America/New_York')",74885
AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO","AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",Health & Beauty,https://m.media-amazon.com/images/I/71nDX36Y9UL._AC_SL1026_.jpg,AmazonBasics,2016-03-28T00:00:00.000Z,Unavailable,Unavailable,5,https://www.amazon.com/product-reviews/B00QWO9P0O/,Seem to work as well as name brand batteries at a much better price,... as well as name brand batteries at a much better,Bymark sexson,43.1566,-77.6088,"('Greenpoint', 'US', 'America/New_York')",14623
"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 8 GB, Wi-Fi - Includes Special Offers",B06XD5YCKX,"EBook Readers,Tablets,Electronics,Amazon Ereaders,Kindle E-readers,E-Readers,Featured Brands,E-Readers & Accessories,Amazon Book Reader,Computers & Tablets,Amazon Devices,Amazon,Tablets & E-Readers","Electronics,Media",https://m.media-amazon.com/images/I/61PxOMO+9aL._AC_SL1000_.jpg,Amazon,2018-03-28T00:00:00.000Z,TRUE,0,5,https://reviews.bestbuy.com/3545/5999007/reviews.htm%2525252525253Fformat%2525252525253Dembedded%25252525252526page%2525252525253D2,"I owned the Kindle Keyboard, Kindle Paperwhite, and purchased new generation Kindle Oasis recently. It feels much more premium with the aluminium casing than first generation. It is so great!",Best Kindle Ever,ibabyu,34.09611,-118.10583,"('Greenpoint', 'US', 'America/New_York')",31776
AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO","AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",Health & Beauty,https://m.media-amazon.com/images/I/71nDX36Y9UL._AC_SL1026_.jpg,AmazonBasics,2017-04-17T00:00:00.000Z,Unavailable,Unavailable,5,https://www.amazon.com/product-reviews/B00QWO9P0O/,ive not had any problame with these batteries have ordered them in the past been very pleased.,... batteries have ordered them in the past been very pleased.,ByAmazon Customer,43.1566,-77.6088,"('Greenpoint', 'US', 'America/New_York')",14623
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black","B018SZT3BK,B01AHB9CN2","Fire Tablets,Computers/Tablets & Networking,Electronics Features,Tablets,All Tablets,Amazon Tablets,Computers & Tablets,Electronics,iPad & Tablets,Tablets & eBook Readers",Electronics,https://m.media-amazon.com/images/I/71GletxnoxS._AC_SL1500_.jpg,Amazon,2017-01-12T00:00:00.000Z,TRUE,0,5,"http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=173,http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=201","This Amazon Fire is perfect for what I need - nice screen and memory size, really nice apps preinstalled and it's just ready to use! The Black Friday price was beyond wonderful!!!!!",A Great Tablet for a Great Price,Annie,39.78504,-85.76942,"('Greenpoint', 'US', 'America/New_York')",71671
AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO","AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",Health & Beauty,https://m.media-amazon.com/images/I/71nDX36Y9UL._AC_SL1026_.jpg,AmazonBasics,2017-01-05T00:00:00.000Z,Unavailable,Unavailable,5,https://www.amazon.com/product-reviews/B00QWO9P0O/,"Use it for my fish tank's light at night and works great, I love how you can easily switch it off and on if you want it on while guests are there.","... for my fish tank's light at night and works great, I love how you can easily switch it ...",ByFabiola Sarabia,43.1566,-77.6088,"('Greenpoint', 'US', 'America/New_York')",14623
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black","B018SZT3BK,B01AHB9CN2","Fire Tablets,Computers/Tablets & Networking,Electronics Features,Tablets,All Tablets,Amazon Tablets,Computers & Tablets,Electronics,iPad & Tablets,Tablets & eBook Readers",Electronics,https://m.media-amazon.com/images/I/71GletxnoxS._AC_SL1500_.jpg,Amazon,2017-05-01T00:00:00.000Z,TRUE,0,5,http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=5,"My 8 year old niece cracked her screen on her former tablet, I needed to get her a replacement. This tablet fit the bill exactly, a great screen, relatively fast CPU, and best of all, it's cheap!I was able to find instructions online for installing Google PlayStore, in which I then gave her the tablet. She loves it!",A great replacement tablet,teslas,41.15376,-87.88754,"('Greenpoint', 'US', 'America/New_York')",12456
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black","B018SZT3BK,B01AHB9CN2","Fire Tablets,Computers/Tablets & Networking,Electronics Features,Tablets,All Tablets,Amazon Tablets,Computers & Tablets,Electronics,iPad & Tablets,Tablets & eBook Readers",Electronics,https://m.media-amazon.com/images/I/71GletxnoxS._AC_SL1500_.jpg,Amazon,2017-01-23T00:00:00.000Z,FALSE,0,3,"http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=126,http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=184,http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=153","My father upgraded from the original Kindle Fire to this model, and he's very happy with it. It doesn't compete with more mainstream tablets, but he likes the Kindle's system for downloading library books.",A good improvement over previous models,HappyNerd,46.09273,-88.64235,"('Greenpoint', 'US', 'America/New_York')",11045
Certified Refurbished Amazon Echo,B01GAGYVU2,"Consumer Electronics,Amazon Echo,Smart Speakers, Hubs & Accessories,Smart Speakers,Amazon Home,Surveillance & Smart Home Electronics,Digital Device 3",Electronics,https://m.media-amazon.com/images/I/61QPXTh0K9L._AC_SL1000_.jpg,Amazon,2018-01-16T00:00:00.000Z,Unavailable,Unavailable,5,https://www.ebay.com/itm/NEW-Amazon-Echo-Show-Alexa-Smart-Home-Control-with-Video-White/273535713254,I ordered the first generation Amazon Echo which wasn't easy to find by the way. I absolutely love it. The sound quality is great! I have it in my living room to play music which I can hear in all of my downstairs rooms. I couldn't be more pleased!,Love My Echo,witaktoo,43.1566,77.6088,"('Greenpoint', 'US', 'America/New_York')",7602
AmazonBasics Backpack for Laptops up to 17-inches,"B00EEBS9O0,B01CHQHIJK","Portable Computer Accessories,Bags, Cases & Sleeves,Accessories,Computers & Accessories,Laptop Accessories,Electronics,Backpacks",Electronics,https://m.media-amazon.com/images/I/81vfzNUAXEL._AC_SL1500_.jpg,AmazonBasics,2014-08-04T05:00:00Z,Unavailable,Unavailable,4,http://www.amazon.com/product-reviews/B00EEBS9O0/,"Delivered as promised, well packaged ... only problem ... does NOT appear to be waterproof ... not a good thing with these heavy South Florida rains.",not a good thing with these heavy South Florida rains,William Walker,34.06635,-84.67837,"('Greenpoint', 'US', 'America/New_York')",67077
AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO","AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",Health & Beauty,https://m.media-amazon.com/images/I/71nDX36Y9UL._AC_SL1026_.jpg,AmazonBasics,2017-02-26T00:00:00.000Z,Unavailable,Unavailable,3,https://www.amazon.com/product-reviews/B00QWO9P0O/,"When I first started getting the Amazon basic batteries I really liked them. With recent purchases, they do not seem to last like they had, or maybe a mixed-bag (inconsistent with some lasting better than others). I have not done any tests, but feel some other brands may last longer. However, the price is hard to beat.",... first started getting the Amazon basic batteries I really liked them. With recent purchases,Byd'Isigny,43.1566,-77.6088,"('Greenpoint', 'US', 'America/New_York')",14623
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black","B018SZT3BK,B01AHB9CN2","Fire Tablets,Computers/Tablets & Networking,Electronics Features,Tablets,All Tablets,Amazon Tablets,Computers & Tablets,Electronics,iPad & Tablets,Tablets & eBook Readers",Electronics,https://m.media-amazon.com/images/I/71GletxnoxS._AC_SL1500_.jpg,Amazon,2017-01-18T00:00:00.000Z,TRUE,0,4,"http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=204,http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=173",I will try again for the 3rd time with my new Amazon Fire. It seems to have nice upgrades.,3rd time is the charm,HotTNMomma,38.54491,-121.74052,"('Greenpoint', 'US', 'America/New_York')",14795
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black","B018SZT3BK,B01AHB9CN2","Fire Tablets,Computers/Tablets & Networking,Electronics Features,Tablets,All Tablets,Amazon Tablets,Computers & Tablets,Electronics,iPad & Tablets,Tablets & eBook Readers",Electronics,https://m.media-amazon.com/images/I/71GletxnoxS._AC_SL1500_.jpg,Amazon,2017-03-15T00:00:00.000Z,TRUE,0,5,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=42,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=75,http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=40",She loves it . it's the best thing we could of ever brought her,A gift,Truss45,41.15376,-87.88754,"('Greenpoint', 'US', 'America/New_York')",40012
AmazonBasics Backpack for Laptops up to 17-inches,"B00EEBS9O0,B01CHQHIJK","Portable Computer Accessories,Bags, Cases & Sleeves,Accessories,Computers & Accessories,Laptop Accessories,Electronics,Backpacks",Electronics,https://m.media-amazon.com/images/I/81vfzNUAXEL._AC_SL1500_.jpg,AmazonBasics,2014-07-18T05:00:00Z,Unavailable,Unavailable,4,http://www.amazon.com/product-reviews/B00EEBS9O0/,"Very nice bag with lots of compartments and plenty of room for laptop, tablet, notebook, and accessories. I especially like cinch straps to adjust the width to your items. Top zippers were a little tight at first, but quickly loosened up.",Great tech bag for great price.,James D. Madara,40.5576,-74.28459,"('Greenpoint', 'US', 'America/New_York')",72756
AmazonBasics Bluetooth Keyboard for Android Devices - Black,B005OOKNP4,"Electronics Features,Computers & Accessories,Computer Accessories & Peripherals,Keyboards,Electronics,Amazon Device Accessories,Digital Device Accessory,Keyboards, Mice & Accessories,Tablet Accessories,14701001",Electronics,https://m.media-amazon.com/images/I/71n2pw4Ko6L._AC_SL1500_.jpg,AmazonBasics,2011-12-05T00:00:00Z,Unavailable,525,5,https://www.amazon.com/AmazonBasics-Bluetooth-Keyboard-Android-Devices/dp/B005OOKNP4/,"It's a bit smaller than Apple's wireless keyboard but still easy to type on. Comes with 2 AAA batteries. Has a physical on/off switch and also a button to push for paring. Would be great if it came in white color. Works great on my iPhone and PC.****Update Dec. 8****Since many people are asking: It works with any bluetooth enabled device that supports HID (which 99 of the devices out there supports already). I have tested it with iPad 2, iPhone 4S, Windows 7 laptop, Macbook Pro, Blackberry Playbook and Asus Transformer.",Great keyboard,debugy2k,38.96372,-76.99081,"('Greenpoint', 'US', 'America/New_York')",38654
AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO","AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",Health & Beauty,https://m.media-amazon.com/images/I/71nDX36Y9UL._AC_SL1026_.jpg,AmazonBasics,2016-08-31T00:00:00.000Z,Unavailable,Unavailable,4,https://www.amazon.com/product-reviews/B00QWO9P0O/,Bulk is always the less expensive way to go for products like these,... always the less expensive way to go for products like,ByMG,43.1566,-77.6088,"('Greenpoint', 'US', 'America/New_York')",14623
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black","B018SZT3BK,B01AHB9CN2","Fire Tablets,Computers/Tablets & Networking,Electronics Features,Tablets,All Tablets,Amazon Tablets,Computers & Tablets,Electronics,iPad & Tablets,Tablets & eBook Readers",Electronics,https://m.media-amazon.com/images/I/71GletxnoxS._AC_SL1500_.jpg,Amazon,2016-12-27T00:00:00.000Z,TRUE,0,5,"http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=266,http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=297",Santa dropped this off for our 4th grader along with expanded memory. he uses it for Netflix and Youtube as well as Minecraft and other Apps. Why spend hundreds on something for basic kids needs? I'm sure this will last him a few years and is well worth the price.,A great starter tablet for a youngster,shywon,44.99012,-123.02621,"('Greenpoint', 'US', 'America/New_York')",16860
"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 8 GB, Wi-Fi - Includes Special Offers",B06XD5YCKX,"EBook Readers,Tablets,Electronics,Amazon Ereaders,Kindle E-readers,E-Readers,Featured Brands,E-Readers & Accessories,Amazon Book Reader,Computers & Tablets,Amazon Devices,Amazon,Tablets & E-Readers","Electronics,Media",https://m.media-amazon.com/images/I/61PxOMO+9aL._AC_SL1000_.jpg,Amazon,2018-04-13T00:00:00.000Z,TRUE,0,4,https://reviews.bestbuy.com/3545/5999007/reviews.htm%252525253Fformat%252525253Dembedded,Really impressed with the effects of the cover. Works great with the kindle. Highly recommend this.,Nice Cover,DRice,40.64621,-73.97069,"('Greenpoint', 'US', 'America/New_York')",72255
AmazonBasics Backpack for Laptops up to 17-inches,"B00EEBS9O0,B01CHQHIJK","Portable Computer Accessories,Bags, Cases & Sleeves,Accessories,Computers & Accessories,Laptop Accessories,Electronics,Backpacks",Electronics,https://m.media-amazon.com/images/I/81vfzNUAXEL._AC_SL1500_.jpg,AmazonBasics,2014-08-02T05:00:00Z,Unavailable,Unavailable,5,http://www.amazon.com/product-reviews/B00EEBS9O0/,"AmazonBasics delivers a top quality backpack for the price. I like all the different pockets to keep all my gear organized. The material used to make the backpack are light weight but very strong. Works great for traveling and held everything I needed to travel with. I recommend this backpack to anyone who travels with a large laptop, my 17 inch fit perfectly.",I like all the different pockets to keep all my gear ...,richh52,33.41012,-91.06177,"('Greenpoint', 'US', 'America/New_York')",44115
AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO","AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",Health & Beauty,https://m.media-amazon.com/images/I/71nDX36Y9UL._AC_SL1026_.jpg,AmazonBasics,2017-04-22T00:00:00.000Z,Unavailable,Unavailable,5,https://www.amazon.com/product-reviews/B00QWO9P0O/,These batteries are very long lasting the price is great.,... batteries are very long lasting the price is great.,Bylinda,43.1566,-77.6088,"('Greenpoint', 'US', 'America/New_York')",14623
"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 8 GB, Wi-Fi - Includes Special Offers",B06XD5YCKX,"EBook Readers,Tablets,Electronics,Amazon Ereaders,Kindle E-readers,E-Readers,Featured Brands,E-Readers & Accessories,Amazon Book Reader,Computers & Tablets,Amazon Devices,Amazon,Tablets & E-Readers","Electronics,Media",https://m.media-amazon.com/images/I/61PxOMO+9aL._AC_SL1000_.jpg,Amazon,2018-04-20T00:00:00.000Z,TRUE,0,5,https://reviews.bestbuy.com/3545/5999007/reviews.htm%252525253Fformat%252525253Dembedded,Love my new kindle!!! I would recommend this to anyone who reads ebooks or has audible.,Awesome reader,Dianarobinson,40.72816,-74.07764,"('Greenpoint', 'US', 'America/New_York')",27135
AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO","AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",Health & Beauty,https://m.media-amazon.com/images/I/71nDX36Y9UL._AC_SL1026_.jpg,AmazonBasics,2017-08-13T00:00:00.000Z,Unavailable,Unavailable,2,https://www.amazon.com/product-reviews/B00QWO9P0O/,"In my opinion these did not last anywhere near as long as Duracel in things like LED candles (which is crazy) and trail cameras. Cameras were not exposed to cold temps more or less than other batteries. WE buy in bulk for the north house. Amazon Basics is great for things like sheets and beeding and towels. In my opinion the battery life, in the large package of aaa and aa size we purchased were lacking.",... last anywhere near as long as Duracel in things like LED candles (which is crazy) and trail cameras,ByFlip Flop Life,43.1566,-77.6088,"('Greenpoint', 'US', 'America/New_York')",14623
AmazonBasics Backpack for Laptops up to 17-inches,"B00EEBS9O0,B01CHQHIJK","Portable Computer Accessories,Bags, Cases & Sleeves,Accessories,Computers & Accessories,Laptop Accessories,Electronics,Backpacks",Electronics,https://m.media-amazon.com/images/I/81vfzNUAXEL._AC_SL1500_.jpg,AmazonBasics,2013-11-19T06:00:00Z,Unavailable,Unavailable,4,http://www.amazon.com/product-reviews/B00EEBS9O0/,"PROS:Well made/good constructionCompares very favorably to famous brand-name packsNo obvious brandingGreat attention to detailLarge main compartmentLots of subcompartmentsOrganizer for pens/sundries in the front compartmentCONS:Generic looksTop handle is minimally padded/perfunctoryStiff nylon in some interior parts makes an audible 'crinkly' sound when movedThe AmazonBasics Laptop Backpack is a well-made, fully featured backpack that can accommodate laptops up to 17 inches wide. This is a simply designed but good looking backpack that could meet most students' needs.The bag is basically a simple, but stylish enough design, with grey highlights and some orange piping on the front. There are enough characteristics to make the bag distinctive but there is no obvious branding on the front. If you look closely, you can find the Amazon basics logo embossed on the black zippers. But you'd have to look really closely. The shoulder straps are backed with a mesh-like material that reduces slippage and are sufficiently wide and padded so that they are comfortable.The main compartment is generous in size, open and closed with two zippers, and is basically broken up into two areas. The back area is generously padded on both sides and is meant to house the laptop. The padding is as good as or even more generous than what I have seen in standard backpacks made by companies like JanSport or L.L. Bean. There is a single large sleeve in front of the padding that is large enough to hold a standard, letter-sized manilla folder filled with papers. The front compartment is basically wide open and has room for traditional textbooks (assuming people still use these) or any other paraphernalia.There are two compartments in the front. There is mid-sized compartment that is in front of the main compartment and a smaller front compartment with the obligatory organizer/pockets to hold pens, a cellphone etc. There is even an internal clip in the front compartment for keys.Additionally, there are small mesh pockets on the sides of the pack and a quick-access, zippered pocket on the very top of the pack. There's even a small mesh pocket on the bottom of the left shoulder strap.Although I doubt that this is ballistic nylon, it appears to be very well made. The edges line up very well and there is no dog-earing in the fabric. The top handle is only minimally padded and a bit flimsy for a pack this size. Clearly, you could lift the pack via the handle to move it from the floor to your desk, but the handle isn't comfortable or sturdy enough to carry the pack like a suitcase. The nylon that makes up the dividers is stiff and makes an audible crinkly sound when manipulated. This likely will go away over time, but if you are late to class and walking into a quiet lecture hall this could be a distraction.The zippers move easily. They are large enough to grip and they all have nylon tags sewn to the end to make them easier to pull. The zippers seem strong enough for a pack of this size and caliber.All-in-all this is a very well made back pack at an excellent price point. It may not win major style points for some students, but it is a great basic backpack.",Great basic backpack that compares favorably with better known brand name packs,Jojoleb jojoleb,45.0408,-93.263,"('Greenpoint', 'US', 'America/New_York')",72227
AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO","AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",Health & Beauty,https://m.media-amazon.com/images/I/71nDX36Y9UL._AC_SL1026_.jpg,AmazonBasics,2016-02-17T00:00:00.000Z,Unavailable,Unavailable,5,https://www.amazon.com/product-reviews/B00QWO9P0O/,Bought a lot of batteries for Christmas and the AmazonBasics Cell have been good. I haven't noticed a difference between the brand name batteries and the Amazon Basic brand. Just a lot easier to purchase and have arrive at the house and have on hand. Will buy again.,... batteries for Christmas and the AmazonBasics Cell have been good. I haven't noticed a difference between the brand ...,ByPainter Marlow,43.1566,-77.6088,"('Greenpoint', 'US', 'America/New_York')",14623
AmazonBasics 15.6-Inch Laptop and Tablet Bag,B00DUGZFWY,"Bags, Cases & Sleeves,Computers & Accessories,See more AmazonBasics 15.6 Inch Laptop And Tablet Bag -...,Electronics,Tablet Accessories,Accessories,Computers/Tablets & Networking,Messenger Bags,Bags,Laptop & Desktop Accessories,Laptop Cases & Bags,Laptop Accessories,Cases,computers,Backpacks",Electronics,https://m.media-amazon.com/images/I/91Q4MPJX2iL._AC_SL1500_.jpg,AmazonBasics,2014-06-09T05:00:00Z,Unavailable,Unavailable,5,http://www.amazon.co.uk/gp/product-reviews/B00DUGZFWY%25253Fie%25253DUTF8%252526showViewpoints%25253D1,"Was not what I expected, he price was so low that I expected a, runner-up, type of bag but this is perfect. Delighted with it.",Great value,richard crombie,40.57788,-73.95958,"('Greenpoint', 'US', 'America/New_York')",38204
"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 8 GB, Wi-Fi - Includes Special Offers",B06XD5YCKX,"EBook Readers,Tablets,Electronics,Amazon Ereaders,Kindle E-readers,E-Readers,Featured Brands,E-Readers & Accessories,Amazon Book Reader,Computers & Tablets,Amazon Devices,Amazon,Tablets & E-Readers","Electronics,Media",https://m.media-amazon.com/images/I/61PxOMO+9aL._AC_SL1000_.jpg,Amazon,2018-03-10T00:00:00.000Z,TRUE,1,5,https://reviews.bestbuy.com/3545/5999007/reviews.htm%2525252525253Fformat%2525252525253Dembedded%25252525252526page%2525252525253D3,Bought this as a birthday present and my wife loved the upgrade from her Paperwhite. Easier to hold and lighter. She has commented the screen is also much easier to read.,Upgrade from Paperwhite,Nickname,40.65995,-111.99633,"('Greenpoint', 'US', 'America/New_York')",58826
Certified Refurbished Amazon Echo,B01GAGYVU2,"Consumer Electronics,Amazon Echo,Smart Speakers, Hubs & Accessories,Smart Speakers,Amazon Home,Surveillance & Smart Home Electronics,Digital Device 3",Electronics,https://m.media-amazon.com/images/I/61QPXTh0K9L._AC_SL1000_.jpg,Amazon,2018-04-12T00:00:00.000Z,Unavailable,Unavailable,5,https://www.ebay.com/itm/NEW-Amazon-Echo-Show-Alexa-Smart-Home-Control-with-Video-White/273535713254,"Amazon Echo Plus is a fun product it requires time to explore its skills. It copes well with accents, however the Echo have to be placed as center as possible to get the best listening results. It is a great first step towards a smart home but there are more accessories required to connect the house together. If you live outside of US you may find some of the features limited at the moment. Hopefully this will change with time and also more skills will be available for local services.",Nice design and fun to use,androtech888,30.16688,-96.39774,"('Greenpoint', 'US', 'America/New_York')",12511
AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO","AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",Health & Beauty,https://m.media-amazon.com/images/I/71nDX36Y9UL._AC_SL1026_.jpg,AmazonBasics,2017-03-02T00:00:00.000Z,Unavailable,Unavailable,3,https://www.amazon.com/product-reviews/B00QWO9P0O/,I order 3 of them and one of the item is bad quality. Is missing backup spring so I have to put a pcs of aluminum to make the battery work.,... 3 of them and one of the item is bad quality. Is missing backup spring so I have ...,Byger yang,43.1566,-77.6088,"('Greenpoint', 'US', 'America/New_York')",14623
AmazonBasics Backpack for Laptops up to 17-inches,"B00EEBS9O0,B01CHQHIJK","Portable Computer Accessories,Bags, Cases & Sleeves,Accessories,Computers & Accessories,Laptop Accessories,Electronics,Backpacks",Electronics,https://m.media-amazon.com/images/I/81vfzNUAXEL._AC_SL1500_.jpg,AmazonBasics,2014-07-29T05:00:00Z,Unavailable,Unavailable,4,http://www.amazon.com/product-reviews/B00EEBS9O0/,Great for the price It's much more durable than anything I could get at Walmart.,Four Stars,Tyler,37.73604,-120.93549,"('Greenpoint', 'US', 'America/New_York')",50950
